Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Jan 18, 2023;Jan 19, 2023;143.76;138.02;149.98;132.95;114.51;157.11;131.80;128.73;149.49;149.33;95.18;168.34;140.77;-;161.79;151.58;141.48
Jan 19, 2023;Jan 20, 2023;148.21;155.82;187.15;145.61;133.72;184.69;145.99;139.39;155.95;170.05;133.72;170.69;147.07;-;184.81;174.24;151.76
Jan 20, 2023;Jan 21, 2023;180.66;177.16;184.26;180.66;180.66;186.75;177.81;150.93;179.20;176.72;170.37;186.82;174.60;-;189.59;186.99;173.78
Jan 21, 2023;Jan 22, 2023;144.39;142.27;154.61;144.39;141.64;155.73;149.04;140.17;143.50;112.54;127.76;159.91;135.68;-;168.63;166.41;128.23
Jan 22, 2023;Jan 23, 2023;151.15;149.33;171.05;149.34;123.98;167.59;151.27;141.37;156.40;138.62;123.75;173.42;145.83;-;185.41;168.75;138.92
Jan 23, 2023;Jan 24, 2023;202.73;198.89;204.87;202.46;202.46;204.93;201.90;184.15;202.82;183.68;188.64;208.91;203.02;-;207.61;200.52;205.43
Jan 24, 2023;Jan 25, 2023;202.69;195.62;205.25;198.13;198.13;204.50;199.73;172.43;202.84;186.96;175.64;205.14;203.11;-;205.60;201.16;206.34
Jan 25, 2023;Jan 26, 2023;181.74;159.43;185.56;134.80;128.11;186.30;175.41;128.52;182.47;177.91;86.80;185.61;182.28;-;187.12;183.59;184.18
Jan 26, 2023;Jan 27, 2023;167.67;156.05;172.55;147.99;135.20;171.32;147.99;122.99;169.44;171.51;133.31;175.64;168.58;-;174.63;169.77;169.73
Jan 27, 2023;Jan 28, 2023;168.76;165.38;172.68;166.69;160.14;171.10;165.63;142.96;168.91;168.75;157.19;176.38;168.75;-;172.55;168.50;169.73
Jan 28, 2023;Jan 29, 2023;144.70;126.51;148.08;117.76;87.13;146.71;139.76;108.59;145.83;146.89;48.34;156.66;145.85;-;163.89;144.85;147.40
Jan 29, 2023;Jan 30, 2023;123.59;109.23;145.10;95.53;30.39;144.60;127.54;95.06;139.59;111.86;30.39;151.81;129.65;-;157.03;141.56;148.47
Jan 30, 2023;Jan 31, 2023;74.21;105.42;136.82;71.87;22.97;162.13;103.28;83.57;157.39;97.63;22.97;163.42;137.59;-;179.49;172.70;192.59
Jan 31, 2023;Feb 1, 2023;117.32;123.64;149.55;96.45;76.19;159.91;135.47;97.50;146.08;109.71;76.19;168.71;144.28;-;164.85;150.15;151.90
Feb 1, 2023;Feb 2, 2023;93.08;121.29;146.97;92.66;92.48;150.87;109.22;95.30;141.67;102.64;92.48;161.87;147.98;-;163.68;147.19;155.11
Feb 2, 2023;Feb 3, 2023;136.15;142.59;148.97;136.15;135.31;155.59;139.25;134.18;150.69;127.19;134.71;162.95;143.53;-;179.75;151.98;152.26
Feb 3, 2023;Feb 4, 2023;102.61;127.31;143.44;101.91;101.82;140.58;138.41;103.09;141.78;137.61;100.77;162.20;128.82;-;169.61;145.63;149.65
Feb 4, 2023;Feb 5, 2023;146.01;142.76;152.11;143.95;139.66;152.99;151.39;126.41;147.01;131.70;130.83;150.33;143.94;-;155.65;146.65;145.34
Feb 5, 2023;Feb 6, 2023;131.37;124.18;133.77;112.69;111.21;133.11;130.84;111.47;130.62;131.54;104.14;138.03;128.55;-;151.10;126.95;128.94
Feb 6, 2023;Feb 7, 2023;172.96;168.76;170.63;172.66;172.66;171.48;166.98;146.46;172.45;173.05;160.09;177.16;172.72;-;177.24;173.46;172.46
Feb 7, 2023;Feb 8, 2023;172.92;168.50;174.24;170.53;171.86;175.17;170.53;119.74;174.72;179.07;165.04;177.57;175.06;-;178.39;174.57;176.81
Feb 8, 2023;Feb 9, 2023;152.10;145.78;161.95;133.43;121.73;164.75;154.26;108.06;161.98;165.43;101.68;172.01;158.30;-;170.35;161.82;162.54
Feb 9, 2023;Feb 10, 2023;132.54;117.45;152.82;87.85;21.73;179.69;142.74;89.28;154.11;141.10;21.73;162.57;138.31;-;180.46;155.15;156.55
Feb 10, 2023;Feb 11, 2023;125.92;119.45;149.31;93.39;51.94;158.71;133.13;89.33;154.58;132.55;47.91;161.43;141.73;-;168.82;159.17;162.97
Feb 11, 2023;Feb 12, 2023;106.27;116.89;152.16;85.99;57.95;149.16;137.67;86.94;149.20;114.13;57.61;155.19;139.78;-;170.59;146.49;144.87
Feb 12, 2023;Feb 13, 2023;136.31;121.91;143.90;122.04;94.07;143.02;142.24;102.87;140.17;136.67;31.12;145.72;139.20;-;150.76;140.76;139.85
Feb 13, 2023;Feb 14, 2023;163.50;141.07;161.55;150.31;106.54;163.40;158.16;106.71;164.84;146.94;66.08;163.72;163.47;-;168.78;166.04;169.70
Feb 14, 2023;Feb 15, 2023;154.49;152.72;154.15;154.49;154.49;155.94;152.14;129.91;157.61;162.46;139.85;162.47;156.37;-;161.23;158.65;160.48
Feb 15, 2023;Feb 16, 2023;143.52;143.89;146.16;139.09;139.09;149.11;137.66;112.66;157.61;164.14;128.35;155.87;153.07;-;165.87;162.35;165.39
Feb 16, 2023;Feb 17, 2023;136.73;136.92;143.28;130.23;120.91;148.74;133.76;110.91;153.82;148.11;110.21;157.18;149.01;-;164.14;162.74;168.01
Feb 17, 2023;Feb 18, 2023;81.15;108.45;121.80;75.33;49.64;130.92;105.12;84.28;148.11;136.27;47.67;153.38;140.47;-;165.80;163.42;172.96
Feb 18, 2023;Feb 19, 2023;94.67;93.75;106.71;86.22;34.73;112.57;101.37;88.96;117.63;97.35;34.73;138.98;111.95;-;139.83;113.67;113.28
Feb 19, 2023;Feb 20, 2023;114.05;104.42;119.47;99.13;63.30;121.01;117.02;98.00;117.07;105.19;63.07;131.44;113.90;-;137.29;115.84;114.87
Feb 20, 2023;Feb 21, 2023;61.42;93.34;111.98;58.80;45.03;134.22;97.34;70.63;117.85;97.18;45.03;142.49;106.15;-;160.01;120.81;116.63
Feb 21, 2023;Feb 22, 2023;122.45;124.87;144.67;111.53;106.64;153.87;137.84;97.37;135.79;114.15;103.58;148.42;119.67;-;162.14;129.98;123.50
Feb 22, 2023;Feb 23, 2023;148.65;141.69;147.74;148.18;129.69;149.83;144.80;108.18;149.58;153.10;127.81;150.32;149.38;-;162.66;149.94;150.33
Feb 23, 2023;Feb 24, 2023;146.12;133.33;147.98;125.73;104.99;149.11;141.62;105.81;148.37;148.97;99.70;146.84;147.56;-;156.81;148.71;149.02
Feb 24, 2023;Feb 25, 2023;118.30;119.49;142.40;93.24;74.39;148.20;127.21;94.71;134.61;145.19;74.39;145.25;134.79;-;164.54;136.78;136.03
Feb 25, 2023;Feb 26, 2023;89.29;95.84;124.37;79.87;30.50;142.17;106.79;89.23;107.83;117.10;30.50;140.65;85.28;-;148.54;101.13;91.48
Feb 26, 2023;Feb 27, 2023;109.82;108.13;114.40;109.46;87.19;115.54;113.25;102.29;114.40;116.93;79.14;127.96;108.84;-;127.46;110.22;110.83
Feb 27, 2023;Feb 28, 2023;152.27;146.38;150.67;145.69;151.37;154.89;140.61;113.85;152.15;153.09;142.48;153.77;151.59;-;173.60;151.92;151.96
Feb 28, 2023;Mar 1, 2023;148.05;145.77;150.73;147.24;147.24;160.77;144.47;113.16;152.58;150.97;128.19;159.84;148.26;-;164.13;154.70;152.10
Mar 1, 2023;Mar 2, 2023;142.97;143.18;144.50;142.20;142.20;152.81;137.30;119.22;151.90;152.27;129.57;155.00;147.95;-;168.92;154.26;153.42
Mar 2, 2023;Mar 3, 2023;144.31;143.20;142.06;142.54;142.54;166.06;134.77;109.20;152.74;157.19;121.82;155.51;150.80;-;168.27;161.35;157.82
Mar 3, 2023;Mar 4, 2023;136.76;129.12;146.88;118.49;98.33;162.02;134.70;104.20;148.62;137.12;74.87;154.66;140.49;-;166.65;151.28;147.32
Mar 4, 2023;Mar 5, 2023;107.47;113.33;134.65;105.28;79.08;142.25;123.51;101.39;123.14;104.90;76.70;143.51;112.24;-;144.49;122.48;119.80
Mar 5, 2023;Mar 6, 2023;121.79;126.30;139.05;120.21;120.18;146.08;122.45;117.26;125.99;119.26;118.42;138.03;122.39;-;145.32;127.04;124.70
Mar 6, 2023;Mar 7, 2023;150.67;150.33;152.06;150.23;150.61;160.06;141.25;138.16;152.89;149.52;150.39;157.43;151.07;-;159.66;152.61;152.81
Mar 7, 2023;Mar 8, 2023;106.87;121.73;134.21;101.50;97.96;152.41;123.17;104.21;137.24;122.62;99.22;148.06;118.40;-;154.68;138.06;136.39
Mar 8, 2023;Mar 9, 2023;138.89;137.77;139.67;138.85;132.41;139.97;139.15;134.71;139.39;138.92;132.12;141.28;138.99;-;140.70;139.23;139.73
Mar 9, 2023;Mar 10, 2023;127.20;128.68;127.13;127.20;127.93;127.20;127.08;123.17;128.49;139.58;127.93;130.92;128.89;-;143.03;128.18;131.38
Mar 10, 2023;Mar 11, 2023;115.61;118.93;119.37;115.61;115.51;119.84;116.10;113.04;117.76;136.95;115.51;122.21;116.32;-;129.84;117.34;119.13
Mar 11, 2023;Mar 12, 2023;98.60;106.50;122.30;92.03;91.45;122.27;113.32;97.88;104.57;109.74;91.45;130.13;96.34;-;132.92;102.57;99.01
Mar 12, 2023;Mar 13, 2023;95.53;93.72;95.58;92.83;79.30;95.76;95.44;94.57;98.12;93.48;76.40;111.36;98.11;-;122.82;97.57;97.36
Mar 13, 2023;Mar 14, 2023;37.14;69.70;40.41;36.85;40.75;44.04;42.37;83.82;100.96;112.80;40.75;123.99;99.99;-;148.57;101.52;108.82
Mar 14, 2023;Mar 15, 2023;71.48;83.65;81.92;62.50;56.92;80.98;81.50;90.32;92.42;96.14;56.92;132.46;88.08;-;147.12;90.14;89.86
Mar 15, 2023;Mar 16, 2023;127.72;120.53;143.58;108.22;86.09;144.86;131.76;106.91;129.97;125.78;86.09;135.34;127.20;-;152.64;134.85;127.35
Mar 16, 2023;Mar 17, 2023;105.57;106.09;107.69;100.52;88.87;107.28;104.71;99.46;109.61;128.96;88.76;122.56;108.54;-;147.86;110.46;111.95
Mar 17, 2023;Mar 18, 2023;92.35;87.55;105.08;85.57;38.13;101.52;108.68;91.08;95.01;103.05;29.75;111.17;94.05;-;135.23;100.54;93.11
Mar 18, 2023;Mar 19, 2023;109.34;99.35;110.39;109.34;98.04;109.90;110.92;95.51;109.39;109.58;30.49;99.94;109.33;-;133.92;109.35;109.25
Mar 19, 2023;Mar 20, 2023;111.99;106.48;112.04;111.99;111.99;111.65;112.07;96.14;111.86;113.15;65.69;112.83;111.87;-;123.74;111.81;111.79
Mar 20, 2023;Mar 21, 2023;125.17;120.22;125.19;122.70;117.30;125.23;125.17;101.97;125.65;131.95;96.98;124.74;125.55;-;137.41;125.83;126.10
Mar 21, 2023;Mar 22, 2023;115.05;113.45;116.50;108.86;104.03;116.53;113.81;97.44;120.28;135.62;95.75;120.62;118.51;-;133.89;121.12;122.80
Mar 22, 2023;Mar 23, 2023;80.18;86.22;90.08;71.13;43.97;89.03;88.70;81.44;107.06;117.68;43.97;110.50;104.86;-;132.83;107.78;109.57
Mar 23, 2023;Mar 24, 2023;74.71;81.04;79.49;66.47;40.66;81.42;74.62;75.78;103.72;110.72;34.61;111.04;112.97;-;143.33;105.61;110.11
Mar 24, 2023;Mar 25, 2023;53.12;69.30;56.02;50.95;40.11;56.91;49.50;74.17;88.27;107.13;40.11;111.96;87.13;-;131.79;85.56;87.85
Mar 25, 2023;Mar 26, 2023;14.67;41.80;19.47;18.06;28.86;26.14;23.49;64.65;29.91;107.40;28.32;81.15;32.31;-;101.75;28.72;30.23
Mar 26, 2023;Mar 27, 2023;70.62;72.33;79.80;69.93;52.64;71.82;81.47;81.33;74.19;72.30;49.23;95.44;67.46;-;111.64;67.63;66.83
Mar 27, 2023;Mar 28, 2023;92.32;96.79;124.04;89.52;74.07;118.69;81.09;89.50;99.11;114.10;66.90;112.61;95.05;-;147.58;98.29;96.75
Mar 28, 2023;Mar 29, 2023;113.15;110.84;126.06;112.79;93.43;124.34;114.14;108.91;113.00;110.01;85.17;123.81;107.59;-;132.57;109.24;107.48
Mar 29, 2023;Mar 30, 2023;116.54;116.79;115.74;116.06;115.89;115.14;116.18;112.80;116.84;124.88;114.80;119.46;116.91;-;140.59;116.79;117.21
Mar 30, 2023;Mar 31, 2023;81.44;93.68;81.71;81.20;83.96;82.68;81.19;92.02;104.31;121.60;83.96;112.42;105.48;-;157.38;104.37;106.51
Mar 31, 2023;Apr 1, 2023;97.59;95.10;83.51;96.73;84.75;74.16;90.73;98.69;100.49;127.21;81.75;108.88;99.17;-;132.81;101.12;99.97
Apr 1, 2023;Apr 2, 2023;55.77;67.84;61.80;55.77;42.13;59.24;75.69;86.05;56.78;122.26;42.13;88.87;55.57;-;110.09;58.07;61.10
Apr 2, 2023;Apr 3, 2023;67.33;71.94;72.06;67.33;61.30;70.88;61.54;92.32;68.18;81.17;51.81;97.14;67.65;-;136.80;68.25;67.87
Apr 3, 2023;Apr 4, 2023;114.80;115.85;123.68;114.80;114.80;123.47;114.79;111.91;110.33;120.68;101.87;127.33;110.67;-;142.50;113.16;111.55
Apr 4, 2023;Apr 5, 2023;132.07;130.33;135.22;132.07;132.07;135.12;132.43;117.96;128.74;133.08;121.11;136.46;129.40;-;149.80;130.43;129.86
Apr 5, 2023;Apr 6, 2023;140.97;137.94;141.77;140.91;140.91;142.58;140.22;116.03;139.94;143.45;127.97;142.81;140.70;-;172.03;138.92;141.57
Apr 6, 2023;Apr 7, 2023;124.28;122.50;130.02;119.41;118.62;130.37;128.53;111.06;125.53;133.60;96.01;130.23;124.12;-;154.07;127.71;128.32
Apr 7, 2023;Apr 8, 2023;108.63;112.13;128.41;107.88;103.03;122.94;126.44;102.78;117.84;133.78;56.36;119.29;114.63;-;148.86;118.71;118.88
Apr 8, 2023;Apr 9, 2023;116.89;109.35;116.39;114.95;94.04;116.59;112.48;105.69;117.01;130.08;53.73;124.34;117.52;-;132.18;119.94;118.78
Apr 9, 2023;Apr 10, 2023;105.05;99.80;105.05;105.05;105.05;105.05;105.05;97.02;105.05;113.67;51.99;99.75;105.05;-;161.52;105.05;105.05
Apr 10, 2023;Apr 11, 2023;39.97;58.12;53.16;40.07;41.93;54.31;49.26;51.39;65.17;108.26;29.05;65.53;81.19;-;101.77;67.60;71.57
Apr 11, 2023;Apr 12, 2023;59.99;83.37;78.82;59.99;62.74;90.61;58.72;69.98;107.20;124.38;40.06;125.18;99.39;-;135.00;102.03;96.66
Apr 12, 2023;Apr 13, 2023;107.69;102.44;101.78;99.32;88.73;105.55;99.93;97.03;110.97;142.33;39.14;131.13;110.93;-;153.99;111.12;112.33
Apr 13, 2023;Apr 14, 2023;108.41;103.34;111.17;94.57;85.78;116.85;76.85;92.90;120.23;146.84;28.71;138.60;124.25;-;145.74;123.00;124.38
Apr 14, 2023;Apr 15, 2023;128.80;119.77;130.39;128.80;127.23;129.71;126.26;103.74;127.56;135.07;46.73;134.56;127.44;-;149.84;126.46;128.78
Apr 15, 2023;Apr 16, 2023;106.80;96.76;105.74;105.84;53.05;106.30;98.08;97.84;107.57;121.47;41.60;120.18;106.69;-;132.23;107.03;106.99
Apr 16, 2023;Apr 17, 2023;110.10;105.42;110.11;110.10;97.34;110.12;110.10;100.89;110.11;117.38;72.34;111.03;110.06;-;127.51;110.29;109.97
Apr 17, 2023;Apr 18, 2023;124.24;122.07;124.15;123.97;123.97;124.24;123.86;110.10;122.14;138.15;105.29;127.86;119.07;-;144.48;118.37;117.71
Apr 18, 2023;Apr 19, 2023;108.23;108.68;110.70;103.05;92.61;111.26;108.08;100.77;111.74;130.49;85.30;124.94;116.51;-;145.00;113.79;114.71
Apr 19, 2023;Apr 20, 2023;87.52;90.83;82.83;83.62;52.82;109.53;52.41;94.99;102.87;127.77;56.53;123.15;112.60;-;143.22;120.71;124.30
Apr 20, 2023;Apr 21, 2023;111.71;101.01;112.97;87.55;51.61;113.26;111.93;96.23;111.02;129.93;51.61;133.67;111.36;-;149.80;113.67;119.30
Apr 21, 2023;Apr 22, 2023;89.47;102.37;115.01;89.11;75.27;118.84;101.18;93.02;99.99;124.73;73.87;128.87;106.17;-;144.02;107.05;104.73
Apr 22, 2023;Apr 23, 2023;84.47;85.65;96.21;80.47;62.23;92.69;92.46;84.05;86.42;116.02;35.51;110.41;85.68;-;120.97;87.46;88.47
Apr 23, 2023;Apr 24, 2023;85.80;80.87;84.53;85.79;71.02;82.76;86.23;84.07;85.49;88.29;48.69;87.13;85.59;-;122.61;85.63;85.21
Apr 24, 2023;Apr 25, 2023;104.60;104.06;106.89;103.22;89.75;106.02;104.09;99.90;105.66;126.30;84.12;113.36;105.32;-;116.31;105.58;106.13
Apr 25, 2023;Apr 26, 2023;101.00;91.85;116.73;73.63;41.07;111.39;90.97;89.73;104.00;124.93;41.07;113.44;103.43;-;109.94;104.55;104.88
Apr 26, 2023;Apr 27, 2023;110.72;99.86;121.64;81.34;56.45;117.85;111.04;97.55;110.66;112.48;57.07;121.08;111.27;-;125.10;111.67;111.53
Apr 27, 2023;Apr 28, 2023;112.09;108.34;107.64;107.71;105.41;107.70;94.99;105.36;110.36;119.50;105.64;115.50;111.92;-;129.73;108.93;112.88
Apr 28, 2023;Apr 29, 2023;106.00;106.97;105.24;105.99;104.80;104.73;105.85;103.49;106.00;121.62;101.61;110.86;106.50;-;133.71;104.90;108.20
Apr 29, 2023;Apr 30, 2023;100.65;95.85;100.68;97.55;68.08;100.44;100.47;95.79;100.60;122.38;67.86;99.81;100.66;-;115.42;100.67;100.66
Apr 30, 2023;May 1, 2023;68.29;66.76;75.22;68.29;45.69;70.52;58.76;84.36;68.93;72.60;39.91;81.24;68.88;-;112.35;69.24;68.97
May 1, 2023;May 2, 2023;87.55;82.07;83.89;87.03;76.06;79.58;89.94;90.53;83.04;82.49;51.14;96.10;83.01;-;112.64;82.03;81.71
May 2, 2023;May 3, 2023;106.10;103.69;106.11;105.85;96.56;106.13;106.10;103.07;106.26;106.54;95.25;102.28;106.42;-;125.11;106.29;106.32
May 3, 2023;May 4, 2023;107.80;99.29;97.22;107.15;87.54;93.28;98.85;100.48;104.79;109.33;83.64;103.71;106.15;-;124.38;104.67;105.67
May 4, 2023;May 5, 2023;97.50;97.42;92.10;97.10;96.81;87.35;95.55;95.10;96.78;115.68;96.07;96.98;102.09;-;119.26;105.20;104.11
May 5, 2023;May 6, 2023;96.05;88.18;99.01;60.86;60.86;97.73;95.68;82.64;96.25;103.29;82.45;94.82;96.36;-;119.35;97.36;96.95
May 6, 2023;May 7, 2023;89.52;85.04;89.44;79.41;72.07;89.22;89.64;80.66;89.51;98.74;72.07;85.12;89.56;-;105.11;89.54;89.57
May 7, 2023;May 8, 2023;66.98;71.90;87.13;65.86;52.06;79.04;86.20;75.83;69.92;79.16;53.15;72.87;69.64;-;91.18;71.25;71.32
May 8, 2023;May 9, 2023;96.37;90.70;98.04;87.41;68.68;95.83;99.70;87.88;95.58;105.71;68.68;93.00;97.22;-;132.22;99.00;98.69
May 9, 2023;May 10, 2023;94.64;82.49;104.24;83.39;20.12;100.44;104.10;83.69;96.13;100.07;20.12;98.18;96.94;-;133.83;99.50;99.87
May 10, 2023;May 11, 2023;107.89;82.24;103.52;89.79;10.26;100.49;106.69;80.62;105.05;88.20;7.92;103.70;108.39;-;125.80;114.23;118.05
May 11, 2023;May 12, 2023;116.14;102.26;112.04;116.14;81.27;111.56;109.99;87.74;112.62;104.62;60.84;113.05;115.00;-;120.87;118.06;123.95
May 12, 2023;May 13, 2023;100.51;95.11;99.86;98.53;84.03;96.72;98.04;79.69;102.93;95.75;84.00;101.37;105.28;-;112.82;104.46;105.18
May 13, 2023;May 14, 2023;78.35;77.63;79.27;76.70;76.22;75.27;65.58;63.68;78.82;94.53;76.20;88.88;78.80;-;108.18;79.19;79.54
May 14, 2023;May 15, 2023;72.00;70.03;65.84;71.94;71.81;59.36;71.10;62.65;70.24;78.60;71.49;75.84;71.50;-;93.11;69.97;70.88
May 15, 2023;May 16, 2023;113.84;106.87;97.62;113.49;113.50;89.58;106.38;82.54;113.06;129.35;112.62;102.37;115.09;-;111.49;114.10;118.98
May 16, 2023;May 17, 2023;79.30;78.61;80.91;56.22;55.23;80.19;77.84;55.64;87.95;119.77;55.23;101.10;94.67;-;106.37;93.39;99.01
May 17, 2023;May 18, 2023;78.58;70.84;84.26;47.03;27.57;81.51;75.04;45.04;80.26;119.64;27.57;99.26;92.00;-;115.36;91.53;96.34
May 18, 2023;May 19, 2023;86.73;87.08;82.97;86.44;86.30;80.56;86.39;75.36;83.24;124.74;85.78;78.07;88.01;-;109.92;91.65;109.31
May 19, 2023;May 20, 2023;87.28;89.86;82.41;87.28;87.28;79.57;86.29;79.62;86.32;133.41;87.17;91.19;87.91;-;116.60;90.00;90.07
May 20, 2023;May 21, 2023;46.81;55.68;48.01;46.81;46.45;46.88;45.64;45.72;46.96;114.79;46.45;77.84;46.92;-;104.99;46.95;46.91
May 21, 2023;May 22, 2023;28.46;34.06;30.68;28.01;31.01;29.95;23.49;30.16;29.70;66.36;31.01;44.78;29.50;-;59.54;30.08;30.36
May 22, 2023;May 23, 2023;97.33;90.48;89.46;86.73;86.29;85.52;88.48;71.80;95.65;116.18;86.29;91.40;97.45;-;104.81;96.51;97.67
May 23, 2023;May 24, 2023;72.79;76.96;77.15;58.20;68.50;73.07;62.92;53.62;81.13;124.62;68.50;87.41;91.47;-;108.28;92.83;95.02
May 24, 2023;May 25, 2023;102.27;96.37;89.08;92.29;98.47;83.20;95.04;69.80;98.09;137.41;98.47;96.49;101.75;-;108.19;99.61;101.93
May 25, 2023;May 26, 2023;81.65;74.73;75.23;50.71;55.83;71.84;72.79;48.87;84.00;129.11;55.83;88.83;88.99;-;101.50;85.05;86.87
May 26, 2023;May 27, 2023;69.98;67.43;66.58;59.25;52.82;63.47;60.62;51.84;70.42;109.10;52.72;82.22;72.65;-;92.59;71.34;73.07
May 27, 2023;May 28, 2023;62.67;62.54;60.55;62.67;62.84;59.25;51.63;52.17;60.09;95.01;62.04;59.70;62.00;-;71.53;62.61;64.25
May 28, 2023;May 29, 2023;26.55;36.43;39.95;26.10;42.49;39.97;5.33;38.89;34.24;61.68;40.90;36.35;34.88;-;63.34;40.34;42.17
May 29, 2023;May 30, 2023;21.45;37.09;19.67;20.68;38.02;28.83;11.32;34.89;27.88;112.37;29.39;43.66;41.27;-;85.72;47.91;49.47
May 30, 2023;May 31, 2023;87.74;84.61;79.08;87.55;87.55;74.92;84.42;71.47;85.46;106.64;86.32;79.24;88.03;-;94.34;90.64;91.77
May 31, 2023;Jun 1, 2023;72.32;69.89;64.30;56.34;56.23;63.63;65.56;51.57;79.43;114.46;56.23;75.73;85.28;-;92.93;85.74;88.92
Jun 1, 2023;Jun 2, 2023;72.90;70.72;72.12;65.84;65.84;71.30;70.68;55.25;73.46;92.72;65.84;70.19;74.64;-;94.88;76.20;76.19
Jun 2, 2023;Jun 3, 2023;81.02;77.60;75.18;81.02;80.73;72.79;78.91;67.41;79.29;85.85;80.05;72.07;80.27;-;81.09;79.09;79.92
Jun 3, 2023;Jun 4, 2023;56.37;57.26;53.57;56.37;57.06;52.01;55.30;52.66;55.90;80.55;56.06;53.91;56.48;-;73.67;56.04;56.66
Jun 4, 2023;Jun 5, 2023;49.67;50.18;48.71;49.67;53.56;48.54;44.54;51.90;50.85;61.29;52.93;39.43;50.57;-;59.44;51.22;52.72
Jun 5, 2023;Jun 6, 2023;90.76;87.76;83.60;90.53;90.53;81.75;81.08;74.35;88.44;111.88;89.94;83.13;90.16;-;96.02;88.54;89.59
Jun 6, 2023;Jun 7, 2023;98.14;91.53;85.04;97.41;97.41;82.71;81.24;76.05;92.65;114.64;96.45;87.32;95.87;-;90.27;93.11;94.99
Jun 7, 2023;Jun 8, 2023;100.93;95.61;89.32;100.93;100.93;86.73;88.43;81.64;98.02;112.31;100.20;93.46;99.78;-;94.26;97.87;99.25
Jun 8, 2023;Jun 9, 2023;84.52;82.95;82.51;84.52;84.52;81.50;82.57;75.48;83.94;88.53;84.28;80.37;84.29;-;90.18;83.87;84.17
Jun 9, 2023;Jun 10, 2023;86.68;81.45;86.17;86.54;61.24;85.31;86.34;75.65;86.47;96.64;60.08;84.94;86.62;-;92.00;86.43;86.56
Jun 10, 2023;Jun 11, 2023;55.13;53.25;67.90;50.13;23.07;63.08;52.58;53.91;59.19;74.49;24.60;59.94;56.82;-;97.39;59.40;60.14
Jun 11, 2023;Jun 12, 2023;40.75;43.75;55.02;36.75;37.62;49.68;47.20;39.90;43.60;46.87;37.12;44.86;42.69;-;93.01;44.20;44.02
Jun 12, 2023;Jun 13, 2023;96.40;95.71;101.39;94.18;94.76;99.04;93.43;76.30;97.48;105.77;94.60;98.89;97.00;-;101.95;97.08;97.25
Jun 13, 2023;Jun 14, 2023;90.03;95.11;92.11;90.03;90.03;92.72;86.67;85.05;94.51;135.64;89.94;96.31;93.21;-;105.91;95.21;95.32
Jun 14, 2023;Jun 15, 2023;102.94;102.31;100.23;102.94;102.94;99.44;100.55;90.46;104.16;117.61;102.93;98.77;105.42;-;108.05;104.67;106.54
Jun 15, 2023;Jun 16, 2023;120.31;116.68;114.74;120.31;120.31;112.30;116.28;101.49;117.59;128.83;120.12;112.33;119.17;-;112.38;115.87;118.55
Jun 16, 2023;Jun 17, 2023;127.52;126.03;127.65;127.52;127.52;127.05;127.03;107.26;126.80;140.15;127.40;120.45;127.47;-;128.22;126.38;128.05
Jun 17, 2023;Jun 18, 2023;104.54;105.31;104.15;104.54;104.54;103.92;104.49;93.05;104.44;131.60;104.52;98.66;104.53;-;106.22;104.35;104.57
Jun 18, 2023;Jun 19, 2023;93.02;94.40;90.77;93.03;93.03;89.46;92.86;89.35;92.47;120.89;91.79;91.89;92.82;-;103.09;92.60;92.90
Jun 19, 2023;Jun 20, 2023;116.97;117.61;115.02;116.94;116.95;113.18;116.73;99.98;116.00;145.96;116.11;119.59;117.31;-;124.87;113.51;119.70
Jun 20, 2023;Jun 21, 2023;121.15;122.48;120.85;121.15;121.15;119.98;119.91;112.92;120.83;147.38;120.52;121.17;121.41;-;120.30;119.19;123.31
Jun 21, 2023;Jun 22, 2023;123.47;125.40;124.62;122.59;123.04;123.40;121.53;112.68;123.62;160.32;118.24;125.61;123.73;-;127.73;122.87;124.70
Jun 22, 2023;Jun 23, 2023;125.71;126.45;125.34;125.50;125.50;124.49;125.26;111.15;125.22;169.35;106.39;126.48;126.29;-;129.14;124.19;127.84
Jun 23, 2023;Jun 24, 2023;106.41;109.36;106.51;104.56;104.56;106.98;106.23;97.16;110.04;145.63;102.53;107.42;111.30;-;121.25;111.26;115.35
Jun 24, 2023;Jun 25, 2023;81.82;83.02;79.20;81.82;81.82;76.82;81.33;77.28;80.62;133.69;52.77;86.44;81.43;-;113.06;80.51;81.17
Jun 25, 2023;Jun 26, 2023;75.48;74.24;68.19;75.48;75.85;62.95;74.76;67.55;73.66;114.91;57.03;71.24;75.02;-;99.39;73.18;74.40
